Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
punta mita condos for sale,38,24,90,0,0.38,transactional,https://www.mexicolife.com/punta-de-mita-real-estate.php,0,0,0.00,0.33,142,"[23,28,28,17,23,17,23,28,12,17,17,17]",2026-04-14,Organic,,
punta mita condos for sale,73,0,90,0,0.38,transactional,https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.33,142,"[23,28,28,17,23,17,23,28,12,17,17,17]",2026-04-14,Organic,,
plaza cardenas,68,0,70,25,0.00,commercial,https://www.mexicolife.com/listing/38328-155-lazaro-cardenas-301-plaza-mar-301-centro-south-puerto-vallarta-condos-for-sale/,0,0,0.00,0.03,89,"[14,14,14,14,78,78,78,14,14,78,78,100]",2026-04-19,Organic,,
real estate pv,66,0,1300,43,0.20,commercial,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.44,32100000,"[4,100,100,1,3,8,1,3,35,24,3,2]",2026-04-19,Organic,,
mexico realtor,0,9,110,72,0.38,navigational,https://www.mexicolife.com/office/bucerias/,0,0,0.00,0.23,38400000,"[9,14,14,26,9,7,7,14,5,11,9,7]",2026-04-15,Local pack,,
mexico realtor,10,23,110,49,0.31,navigational,https://www.mexicolife.com/,0,0,0.00,0.2,142,"[14,14,26,9,7,7,14,5,11,9,7,9]",2026-04-16,Organic,,"Local pack, People also ask"
c0ndo,73,60,40,50,0.00,informational,https://www.mexicolife.com/puerto-vallarta-condos-for-sale-zona-romantica.php,0,0,0.00,0.33,8200,"[0,78,14,14,100,14,14,14,28,14,14,14]",2026-04-14,Organic,,People also ask
puerto vallarta condo for sale,0,15,320,12,0.24,transactional,https://www.mexicolife.com/puerto-vallarta-centro-south-zenith.php,0,0,0.00,0.42,661000,"[76,10,16,55,36,1,1,10,3,36,24,5]",2026-04-19,Organic,,
puerto vallarta condo for sale,0,32,320,12,0.24,transactional,https://www.mexicolife.com/puerto-vallarta-marina-bay-view-grand.php,0,0,0.00,0.42,661000,"[76,10,16,55,36,1,1,10,3,36,24,5]",2026-04-19,Organic,,
puerto vallarta condo for sale,0,54,320,12,0.24,transactional,https://www.mexicolife.com/puerto-vallarta-hotel-zone-peninsula-vallarta.php,0,0,0.00,0.42,661000,"[76,10,16,55,36,1,1,10,3,36,24,5]",2026-04-19,Organic,,
puerto vallarta condo for sale,0,77,320,12,0.24,transactional,https://www.mexicolife.com/puerto-vallarta-centro-south-sohopv.php,0,0,0.00,0.42,661000,"[76,10,16,55,36,1,1,10,3,36,24,5]",2026-04-19,Organic,,
puerto vallarta condo for sale,50,0,210,11,0.24,transactional,https://www.mexicolife.com/puerto-vallarta-condos-for-sale/200000-300000/,0,0,0.00,0.41,474000,"[10,16,55,36,1,1,10,3,36,24,5,6]",2026-04-19,Organic,,
puerto vallarta condo for sale,55,0,210,11,0.24,transactional,https://www.mexicolife.com/versalles-puerto-vallarta-for-sale.php,0,0,0.00,0.41,474000,"[10,16,55,36,1,1,10,3,36,24,5,6]",2026-04-19,Organic,,
puerto vallarta condo for sale,89,0,210,11,0.24,transactional,https://www.mexicolife.com/marina-vallarta-condos-for-sale.php,0,0,0.00,0.41,474000,"[10,16,55,36,1,1,10,3,36,24,5,6]",2026-04-19,Organic,,
puerto vallarta must see,0,51,110,9,0.35,informational,https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.81,14500000,"[66,80,42,66,42,66,33,66,33,42,52,100]",2026-04-15,Organic,,
puerto vallarta real estate zillow,0,4,110,28,0.06,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,People also ask,,
puerto vallarta real estate zillow,0,4,110,28,0.06,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate-a-buyers-guide.php,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,People also ask,,
puerto vallarta real estate zillow,0,4,110,28,0.06,commercial,https://www.mexicolife.com/blog/puerto-vallarta-condo-market-report-april-2025.html,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,People also ask,,
puerto vallarta real estate zillow,0,4,110,28,0.06,commercial,https://www.mexicolife.com/versalles-puerto-vallarta-for-sale.php,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,People also ask,,
puerto vallarta real estate zillow,0,4,110,28,0.06,commercial,https://www.mexicolife.com/puerto-vallarta-centro-south-rincon-de-almas.php,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,People also ask,,
puerto vallarta real estate zillow,0,4,110,28,0.06,commercial,https://www.mexicolife.com/puerto-vallarta-centro-south-pier-57.php,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,People also ask,,
puerto vallarta real estate zillow,0,75,110,28,0.06,commercial,https://www.mexicolife.com/puerto-vallarta-homes-for-sale/600000-700000/,0,0,0.00,0.18,16700,"[42,53,53,53,65,53,34,65,19,34,53,34]",2026-04-17,Organic,,
puerto vallarta real estate zillow,23,0,110,14,0.05,commercial,https://www.mexicolife.com/nuevo-vallarta-real-estate.php,0,0,0.00,0.21,106,"[53,53,53,65,53,34,65,19,34,53,34,26]",2026-04-17,Organic,,
puerto vallarta real estate zillow,54,8,110,14,0.05,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.21,106,"[53,53,53,65,53,34,65,19,34,53,34,26]",2026-04-17,Organic,,People also ask
puerto vallarta real estate zillow,73,27,110,14,0.05,commercial,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.21,106,"[53,53,53,65,53,34,65,19,34,53,34,26]",2026-04-17,Organic,,People also ask
cabo peninsula residences,0,70,30,2,1.28,informational,https://www.mexicolife.com/puerto-vallarta-hotel-zone-peninsula-vallarta.php,0,0,0.00,0.15,289000,"[27,27,18,18,18,18,18,45,36,18,27,36]",2026-04-18,Organic,,
real del mar,42,51,1000,15,1.15,commercial,https://www.mexicolife.com/real-del-mar-for-sale-la-cruz.php,0,0,0.00,0.21,766000000,"[46,52,68,37,52,46,84,52,52,37,46,52]",2026-04-16,Organic,"Image pack, People also ask",
guadalajara houses,18,0,210,13,0.27,navigational,https://www.mexicolife.com/guadalajara.php,0,0,0.00,0.05,6430000,"[34,80,80,65,100,100,80,80,65,100,80,53]",2026-04-19,Organic,,
buying land mexico,0,27,40,10,0.53,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.23,230000000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2026-04-17,Organic,,
mexico properties for sale,0,48,590,44,0.36,transactional,https://www.mexicolife.com/,0,0,0.00,0.29,114000000,"[6,8,100,55,55,30,30,45,55,67,36,20]",2026-04-14,Organic,,
can a us citizen buy property in mexico,21,17,390,13,0.42,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.02,146000000,"[100,100,54,44,81,54,100,44,44,66,35,44]",2026-04-20,Organic,,
espiritu del mar real estate,67,0,50,0,0.00,commercial,https://www.mexicolife.com/,0,0,0.00,0,2150000,"[18,36,45,36,45,27,45,45,100,63,100,81]",2026-04-15,Organic,,
puerto vallarta golf packages,0,51,40,20,0.93,commercial,https://www.mexicolife.com/golf-puerto-vallarta.php,0,0,0.00,0.77,13600000,"[63,45,36,18,18,36,27,36,45,27,36,36]",2026-04-19,Organic,,
sayulita condos for sale,0,85,70,0,0.08,transactional,https://www.mexicolife.com/sayulita-mls/500000-600000/,0,0,0.00,0.25,30600,"[21,21,15,21,21,21,21,15,21,21,15,28]",2026-04-17,Organic,,
sayulita condos for sale,26,20,70,0,0.09,transactional,https://www.mexicolife.com/sayulita-mls.php,0,0,0.00,0.33,34100,"[21,15,21,21,21,21,15,21,21,15,28,28]",2026-04-17,Organic,,People also ask
sayulita condos for sale,53,91,70,0,0.09,transactional,https://www.mexicolife.com/sayulita-mls/300000-400000/,0,0,0.00,0.33,34100,"[21,15,21,21,21,21,15,21,21,15,28,28]",2026-04-17,Organic,,People also ask
sayulita condos for sale,91,64,70,0,0.09,transactional,https://www.mexicolife.com/sayulita-homes-for-sale.php,0,0,0.00,0.33,34100,"[21,15,21,21,21,21,15,21,21,15,28,28]",2026-04-17,Organic,,People also ask
property in rosarito mexico,0,6,390,7,0.06,commercial,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.11,462000,"[48,59,59,17,21,59,100,26,26,17,17,14]",2026-04-14,People also ask,,
attraction in puerto vallarta,63,61,1900,16,0.56,commercial,https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.84,33200000,"[100,79,100,79,66,66,66,54,54,66,66,79]",2026-04-17,Organic,,Discussions and forums
expat communities in puerto vallarta,0,21,40,3,0.00,informational,https://www.mexicolife.com/blog/retire-in-paradise-puerto-vallarta-real-estate-for-retirement.html,0,0,0.00,0.01,474000,"[18,63,45,45,18,36,100,18,27,63,27,9]",2026-04-17,Organic,,
expat communities in puerto vallarta,28,39,40,7,0.00,informational,https://www.mexicolife.com/gated-communities.php,0,0,0.00,0.01,450000,"[63,45,45,18,36,100,18,27,63,27,9,18]",2026-04-18,Organic,,
expat communities in puerto vallarta,85,69,40,7,0.00,informational,https://www.mexicolife.com/blog/ultimate-guide-beachfront-living-puerto-vallarta.html,0,0,0.00,0.01,450000,"[63,45,45,18,36,100,18,27,63,27,9,18]",2026-04-18,Organic,,
currency exchange for mexico real estate,0,32,70,0,0.00,commercial,https://www.mexicolife.com/blog/mexico-real-estate-closing-costs-2025.html,0,0,0.00,0,93200000,"[35,50,21,0,100,100,50,50,50]",2026-04-16,Organic,,
currency exchange for mexico real estate,59,0,70,0,0.00,"commercial, informational",https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0,104000000,"[35,50,21,0,100,100,50,50,50,50]",2026-04-16,Organic,,
mortgage on 2 million,0,86,140,79,0.51,informational,https://www.mexicolife.com/mexico-mortgage-calculator.php,0,0,0.00,0.43,169000000,"[53,65,42,19,53,53,65,80,80,42,53,42]",2026-04-16,Organic,,
mls mexico,0,86,170,20,0.69,commercial,https://www.mexicolife.com/idx/,0,0,0.00,0.05,40000000,"[28,23,43,43,35,35,28,100,43,35,28,28]",2026-04-15,Organic,,
mls mexico,29,0,170,41,0.42,commercial,https://www.mexicolife.com/,0,0,0.00,0.05,68500000,"[23,43,43,35,35,28,100,43,35,28,28,28]",2026-04-15,Organic,,
playa bucerias puerto vallarta,33,59,170,18,1.10,informational,https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.09,131,"[35,66,66,66,100,43,23,28,23,28,28,23]",2026-04-16,Organic,,
homes for sale in pv mexico,0,17,50,12,0.26,transactional,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.4,3610000,"[19,19,26,26,15,19,19,26,19,19,7,7]",2026-04-14,Organic,,
homes for sale in pv mexico,0,45,50,12,0.26,transactional,https://www.mexicolife.com/pool.php,0,0,0.00,0.4,3610000,"[19,19,26,26,15,19,19,26,19,19,7,7]",2026-04-14,Organic,,
homes for sale in pv mexico,0,62,50,12,0.26,transactional,https://www.mexicolife.com/pool/300000-400000/,0,0,0.00,0.4,3610000,"[19,19,26,26,15,19,19,26,19,19,7,7]",2026-04-14,Organic,,
homes for sale in pv mexico,0,89,50,12,0.26,transactional,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.4,3610000,"[19,19,26,26,15,19,19,26,19,19,7,7]",2026-04-14,Organic,,
homes for sale in pv mexico,45,0,50,15,0.21,transactional,https://www.mexicolife.com/versalles-puerto-vallarta-for-sale.php,0,0,0.00,0.45,6050000,"[19,26,26,15,19,19,26,19,19,7,7,7]",2026-04-14,Organic,,
houses in puerto vallarta,0,2,480,16,0.36,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate-a-buyers-guide.php,0,0,0.00,0.35,3490000,"[66,66,81,66,81,54,100,66,66,66,44,36]",2026-04-15,People also ask,,
houses in puerto vallarta,0,40,480,16,0.36,commercial,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.35,3490000,"[66,66,81,66,81,54,100,66,66,66,44,36]",2026-04-15,Organic,,
houses in puerto vallarta,35,0,480,16,0.32,"commercial, informational",https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.36,108,"[66,81,66,81,54,100,66,66,66,44,36,44]",2026-04-15,Organic,,
houses in puerto vallarta,52,0,480,16,0.32,"commercial, informational",https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.36,108,"[66,81,66,81,54,100,66,66,66,44,36,44]",2026-04-15,Organic,,
houses in puerto vallarta,58,66,480,16,0.32,"commercial, informational",https://www.mexicolife.com/,0,0,0.00,0.36,108,"[66,81,66,81,54,100,66,66,66,44,36,44]",2026-04-15,Organic,,People also ask
owning property in mexico,0,1,90,25,0.80,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.15,233000000,"[53,65,42,42,34,34,26,26,26,19,19,15]",2026-04-16,AI overview,,
owning property in mexico,18,10,90,21,0.43,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.13,223000000,"[65,42,42,34,34,26,26,26,19,19,15,19]",2026-04-16,Organic,,Short videos
mexico real estate for foreigners,4,6,40,14,0.00,commercial,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0.02,0.00,0,456000000,"[100,71,71,71,57,57,100,71,57,0,0,0]",2026-04-19,Organic,,
can a u.s. citizen buy property in mexico,16,14,40,6,0.42,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.02,122,"[53,0,0,0,0,0,0,0,0,81,0,0]",2026-04-16,Organic,,People also ask
mexico map nayarit,0,1,90,13,0.00,"commercial, informational",https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.05,3160000,"[23,42,42,33,23,33,33,33,80,52,42,80]",2026-04-18,People also ask,,
tomatlan jal,0,44,170,27,0.00,informational,https://www.mexicolife.com/tomatlan.php,0,0,0.00,0.01,99700,"[100,35,0,18,0,14,0,29,29,66,100,6]",2026-04-15,Organic,,
refugio del mar bucerias,10,0,40,19,1.15,"informational, transactional",https://www.mexicolife.com/bucerias-condos-for-sale.php,0,0,0.00,0.99,87,"[50,64,35,14,14,21,14,14,78,14,14,50]",2026-04-17,People also ask,,
nayarit capital,19,13,110,30,0.00,informational,https://www.mexicolife.com/nayarit.php,0,0,0.00,0,11800000,"[33,42,42,52,42,23,33,66,52,66,42,100]",2026-04-14,Organic,"Video Carousel, AI overview","Instant answer, People also ask"
how much is 399 pesos in us dollars,0,80,70,19,0.00,informational,https://www.mexicolife.com/listing/37150-399-panama-10-camartiz-los-altos-centro-north-puerto-vallarta-condos-for-sale/,0,0,0.00,0,601000,"[11,11,11,11,11,64,100,64,11,11,64,41]",2026-04-18,Organic,,
vista azul puerto vallarta,0,47,40,2,0.00,informational,https://www.mexicolife.com/listing/41620-300-rio-suchiate-101-vista-azul-puerto-vallarta-condos-for-sale/,0,0,0.00,0.33,12200000,"[14,50,14,14,14,100,0,0,14,64,14,14]",2026-04-18,Organic,,
versalles,23,0,1900,91,0.99,"informational, navigational",https://www.mexicolife.com/versalles-puerto-vallarta-for-sale.php,0,0,0.00,0.04,97,"[82,65,55,65,44,65,55,55,65,55,65,65]",2026-04-18,Organic,,
oceanfront properties,0,37,140,33,0.79,commercial,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.05,16800000,"[9,6,15,19,19,19,15,23,29,19,12,29]",2026-04-19,Organic,,
2 point homes,0,7,90,28,0.00,navigational,https://www.mexicolife.com/blog/point2-homes-mexico-closing.html,0,0,0.00,0.02,503000000,"[3,3,3,3,3,0,66,100,3,3,3,3]",2026-04-14,Organic,,
villages near puerto vallarta,17,39,140,8,0.91,informational,https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.25,813000,"[66,52,100,42,52,52,52,42,52,66,66,100]",2026-04-16,Organic,,
